duration,src_bytes,dst_bytes,hot,num_compromised,root_shell,num_root,num_shells,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,anomalie_score,fenster_index
148.37385146114144,694.0282116357508,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.11154022757422777,-0.1652654348932759,-0.06572483754940132,-0.08394658637698478,3.2571786022894686,3.2759710912311792,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.37094806329792884,-4.8504977712780395,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.17337930600510848,-0.17397633163390644,1.0,342
148.37385146114144,645.4763327548003,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.0034639453538736504,-0.25047964830502345,-0.06572483754940132,-0.08394658637698478,2.8648891373808256,2.8812540957157617,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.42121366216640405,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.20976326416846153,-0.17397633163390644,1.0,342
150.74330887087382,536.9300097878838,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.10461233686648046,-0.33569386171677096,-0.06572483754940132,-0.08394658637698478,2.829226458752767,2.8453707324870874,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.20976326416846153,-0.21120867362890244,1.0,342
148.44565320083032,733.0656923766192,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.2126886190868346,-0.4209080751285185,-0.06572483754940132,-0.08394658637698478,2.75790110149665,2.7736040060297387,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.24614722233181455,-0.21120867362890244,1.0,342
148.44565320083032,734.4881107032095,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.3207649013071887,-0.5061222885402661,-0.06572483754940132,-0.08394658637698478,2.6509130656124746,2.6659539163437156,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.24614722233181455,-0.24844101562389842,1.0,342
148.44565320083032,734.4881107032095,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.4288411835275428,-0.5913365019520136,-0.06572483754940132,-0.08394658637698478,2.5439250297282996,2.5583038266576925,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.24614722233181455,-0.24844101562389842,1.0,342
147.72763580394172,848.4396233111694,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.5369174657478969,-0.6765507153637611,-0.06572483754940132,-0.08394658637698478,2.365611636588007,2.3788870105143207,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.2825311804951676,-0.28567335761889445,1.0,342
148.51745494051917,802.2900509373493,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.644993747968251,-0.7617649287755086,-0.06572483754940132,-0.08394658637698478,2.0803102075635396,2.0918201046849263,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.2825311804951676,-0.28567335761889445,1.0,342
147.72763580394172,802.2900509373493,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,-0.7530700301886052,-0.8469791421872561,-0.06572483754940132,-0.08394658637698478,1.4740446708865456,1.4818029297974629,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.4463464616006417,-5.347897573973162,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.3189151386585206,-0.32290569961389043,1.0,342
149.16367059771892,733.0656923766192,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.11154022757422777,-0.1652654348932759,-0.06572483754940132,-0.08394658637698478,2.900551816008884,2.917137458944436,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.2030893797491709,-0.39608086273216647,-4.8504977712780395,3.0110383424888214,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.17337930600510848,-0.17397633163390644,1.0,342
57.329245535668115,571.5421890682488,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.4357690742352901,0.09037720534196671,-0.06572483754940132,-0.08394658637698478,3.2571786022894686,3.2759710912311792,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.0803346606204605,-0.14475286838979043,-0.37389954702194306,1.4508250304460866,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.06422743151504937,-0.06227930564891842,0.853297523056238,3312
57.76005597380127,606.154368348614,-0.1728469399195814,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.327692792014936,0.005162991930219177,-0.06572483754940132,-0.08394658637698478,3.2571786022894686,3.2759710912311792,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.070891989918252,-0.16988566782402803,-0.37389954702194306,1.4508250304460866,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.06422743151504937,-0.06227930564891842,0.853297523056238,3312
57.329245535668115,571.5421890682488,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.2196165097945819,-0.08005122148152835,-0.06572483754940132,-0.08394658637698478,3.2571786022894686,3.2759710912311792,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.0614493192160435,-0.19501846725826563,-0.37389954702194306,1.4508250304460866,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.10061138967840244,-0.09951164764391444,0.853297523056238,3312
57.329245535668115,583.0795821617039,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.11154022757422777,-0.1652654348932759,-0.06572483754940132,-0.08394658637698478,3.2571786022894686,3.2759710912311792,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.052006648513835,-0.22015126669250323,-0.37389954702194306,1.4508250304460866,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.10061138967840244,-0.09951164764391444,0.853297523056238,3312
57.329245535668115,583.0795821617039,-0.17288911019487843,-0.04259266651277452,-0.006555931517146298,-0.017659764354123624,-0.003594896066777297,-0.003113266288597351,-0.07376311310940631,0.0034639453538736504,-0.25047964830502345,-0.06572483754940132,-0.08394658637698478,3.2571786022894686,3.2759710912311792,0.016251167940800754,-0.01719464891741929,-0.5138199744503732,1.0425639778116265,-0.24528406612674084,-0.37389954702194306,1.4508250304460866,-0.4023688220598481,-0.6300362677155994,-0.08619635256167814,-0.20548382162327253,-0.13699534784175546,-0.09951164764391444,0.853297523056238,3312
